Age,Budget (NPR),Duration (days),Activity Preference,Spending Score,Cluster,KMeans_Cluster
45,2823.46,4.8,Relaxation,6.2,1,4
31,887.39,4.6,Adventure,13.5,0,1
41,13428.0,22.0,Relaxation,56.3,2,0
28,700.01,5.5,Adventure,12.3,0,1
48,3352.92,7.5,Relaxation,9.4,1,4
40,2526.48,4.9,Cultural,21.7,1,4
24,1487.71,1.2,Adventure,1.0,0,1
31,4201.96,13.2,Adventure,29.7,3,3
57,10778.6,14.7,Relaxation,39.9,2,0
48,3572.87,8.0,Cultural,11.6,1,4
44,2551.0,31.0,Relaxation,23.4,1,4
52,9084.15,13.9,Relaxation,35.7,2,0
50,7486.26,17.0,Cultural,32.4,2,0
29,841.93,1.5,Cultural,9.5,0,1
70,10578.11,16.6,Cultural,44.3,2,0
22,992.13,2.0,Cultural,1.7,0,1
18,5289.25,14.7,Adventure,31.2,2,3
49,3452.29,1.0,Spiritual,9.8,4,4
74,1131.0,5.0,Cultural,1.4,0,4
18,646.84,5.9,Spiritual,9.4,0,4
33,4525.92,3.3,Adventure,12.3,3,3
62,3916.77,11.3,Spiritual,27.4,4,4
68,10785.63,5.9,Relaxation,37.5,2,0
45,3574.22,19.2,Spiritual,34.9,4,0
21,712.85,4.8,Adventure,7.3,0,1
26,628.97,2.0,Adventure,1.0,0,1
28,1820.51,8.1,Cultural,11.0,0,1
43,5747.88,12.6,Adventure,19.9,3,3
48,4830.84,9.9,Cultural,14.9,1,4
39,3665.38,13.9,Adventure,16.7,3,3
59,8344.28,7.1,Relaxation,32.8,2,0
51,3811.68,7.5,Cultural,15.8,1,4
75,9570.21,14.5,Relaxation,37.1,2,0
70,7145.19,18.1,Relaxation,25.2,2,0
54,8881.54,19.1,Relaxation,47.0,2,0
20,4200.94,7.7,Cultural,10.9,1,1
33,5608.37,6.0,Relaxation,28.1,2,3
63,5160.85,13.2,Cultural,15.4,2,4
32,5121.71,9.2,Adventure,19.4,3,3
35,7849.36,4.6,Adventure,34.0,3,3
32,4024.32,8.6,Cultural,18.0,1,3
27,5778.91,9.3,Adventure,26.5,3,3
61,2275.3,22.9,Spiritual,19.6,4,4
19,3369.41,5.1,Spiritual,16.8,4,4
37,3591.28,9.2,Cultural,14.7,1,3
27,3512.82,3.9,Relaxation,14.3,1,4
46,2516.02,1.8,Spiritual,21.8,4,4
38,2152.27,5.8,Cultural,10.3,1,1
31,3137.09,6.4,Cultural,14.6,1,1
22,1984.3,5.9,Spiritual,13.2,4,4
57,3454.37,4.3,Relaxation,11.7,1,4
64,5021.64,13.0,Relaxation,29.2,2,0
58,1857.18,23.8,Spiritual,14.4,4,4
45,11455.0,11.3,Cultural,40.2,2,0
36,3445.46,3.1,Spiritual,12.2,4,4
35,2583.41,9.0,Adventure,11.7,3,1
25,1999.32,2.7,Cultural,5.0,0,1
35,4606.84,14.5,Adventure,12.7,3,3
24,1245.64,10.1,Cultural,15.0,0,1
30,1513.03,1.0,Adventure,7.2,3,1
39,4609.11,9.7,Adventure,22.9,3,3
24,4808.64,5.9,Cultural,16.8,1,3
18,3075.52,7.8,Adventure,16.7,3,1
18,1290.46,8.1,Cultural,16.3,0,1
24,770.66,2.5,Adventure,2.8,0,1
30,978.81,1.6,Adventure,4.8,0,1
32,6599.85,8.4,Adventure,24.7,3,3
30,1524.31,3.0,Adventure,12.5,3,1
34,3828.44,6.0,Cultural,19.7,1,3
52,7619.47,17.8,Cultural,31.1,2,0
28,826.26,1.9,Adventure,1.9,0,1
22,653.74,1.9,Cultural,7.8,0,1
42,4962.23,8.7,Adventure,29.5,3,3
23,1137.97,9.1,Cultural,14.7,0,1
35,4222.82,7.3,Adventure,11.6,3,3
43,4929.29,6.6,Relaxation,23.5,1,4
57,4261.04,7.7,Cultural,32.3,1,0
41,4583.0,8.2,Adventure,24.2,3,3
35,1970.95,7.4,Relaxation,13.9,0,4
27,1764.0,5.3,Adventure,9.3,3,1
48,2484.0,7.1,Cultural,12.2,1,4
44,4914.1,6.2,Adventure,22.0,3,3
24,657.34,7.6,Cultural,4.7,0,1
39,3840.26,7.7,Cultural,13.1,1,4
60,6346.85,16.5,Relaxation,15.0,2,4
28,7011.71,10.2,Adventure,20.8,2,3
37,3278.67,11.0,Spiritual,23.5,4,4
39,4765.29,7.9,Adventure,26.7,3,3
45,9072.31,10.8,Relaxation,39.8,2,0
46,2894.17,8.1,Spiritual,19.6,4,4
30,3744.06,8.0,Adventure,17.1,3,3
30,2482.46,6.5,Cultural,16.1,1,1
55,4133.49,7.1,Cultural,19.6,1,4
46,4062.75,5.2,Cultural,10.9,1,4
18,3095.23,7.3,Relaxation,15.1,1,4
31,678.67,3.0,Cultural,9.6,0,1
32,5164.1,1.3,Adventure,14.9,3,3
36,4034.77,12.2,Adventure,22.6,3,3
32,3294.16,3.1,Cultural,23.3,1,3
25,712.96,1.1,Cultural,6.8,0,1
23,8415.0,3.0,Adventure,21.4,2,3
21,1272.99,3.6,Adventure,9.4,0,1
18,635.83,4.3,Cultural,1.0,0,1
30,606.18,2.2,Cultural,8.2,0,1
38,7099.29,8.3,Cultural,25.5,2,3
23,6857.61,15.2,Adventure,25.3,2,3
47,4847.62,6.7,Cultural,25.0,1,3
29,940.95,5.4,Adventure,1.0,0,1
53,8564.4,10.2,Cultural,38.1,2,0
61,7367.44,16.1,Relaxation,28.6,2,0
20,9823.0,6.0,Adventure,38.2,2,3
31,5961.49,5.7,Cultural,28.1,2,3
38,4083.25,9.8,Cultural,14.0,1,3
38,3671.05,9.3,Relaxation,10.1,1,4
20,1135.19,1.2,Adventure,1.9,0,1
22,572.0,1.0,Adventure,4.2,0,1
41,4002.09,4.5,Cultural,16.8,1,3
21,11847.0,4.0,Adventure,45.1,2,3
20,6413.7,9.8,Adventure,20.4,2,3
56,2375.26,1.0,Spiritual,18.0,4,4
24,1877.45,4.3,Cultural,19.9,0,1
51,2556.86,8.2,Cultural,11.0,1,4
49,1935.96,5.5,Relaxation,11.2,0,4
64,7090.49,4.2,Relaxation,29.1,2,0
60,6107.6,10.9,Relaxation,32.0,2,0
75,9032.94,11.0,Cultural,27.3,2,0
30,5324.1,9.0,Adventure,23.3,3,3
45,3009.47,12.3,Relaxation,23.3,1,4
30,1487.67,4.7,Cultural,1.0,0,1
42,1906.74,11.7,Spiritual,10.6,4,4
33,7612.78,6.2,Relaxation,23.1,2,3
70,851.0,5.0,Spiritual,5.2,4,4
48,3122.95,4.0,Cultural,13.1,1,4
39,4266.18,11.8,Adventure,23.9,3,3
40,2645.17,19.0,Spiritual,16.2,4,4
30,670.42,4.2,Cultural,1.0,0,1
35,3443.4,10.7,Relaxation,14.1,1,4
47,4599.13,9.8,Cultural,14.1,1,4
46,3617.55,5.7,Cultural,16.0,1,4
56,13554.0,39.0,Relaxation,65.9,2,0
24,479.0,2.0,Adventure,2.6,0,1
52,1773.33,23.8,Spiritual,21.7,4,4
42,9243.86,15.6,Cultural,46.3,2,0
24,9198.0,4.0,Adventure,31.4,2,3
31,1570.03,3.0,Cultural,10.4,0,1
24,620.45,1.9,Adventure,6.8,0,1
32,6913.9,5.1,Adventure,27.4,3,3
26,8237.0,5.0,Adventure,30.3,3,3
39,4973.23,13.6,Relaxation,23.2,1,4
43,3527.21,9.8,Cultural,15.6,1,4
24,846.63,5.9,Cultural,2.7,0,1
25,2269.93,10.7,Spiritual,11.6,4,4
28,6845.62,11.1,Adventure,24.4,2,3
24,4913.18,10.2,Adventure,15.1,3,3
38,2772.98,6.0,Relaxation,9.5,1,4
35,5187.31,4.6,Adventure,23.8,3,3
61,1876.36,17.4,Spiritual,13.2,4,4
52,3318.32,4.6,Cultural,9.8,1,4
26,6311.05,6.4,Adventure,20.2,3,3
18,1449.83,2.5,Adventure,1.9,0,1
41,3781.65,11.0,Adventure,17.7,3,3
50,5020.91,7.6,Relaxation,16.5,2,4
20,1219.04,3.6,Adventure,3.3,0,1
71,9010.96,20.3,Relaxation,36.1,2,0
74,1589.92,12.3,Spiritual,11.8,4,4
64,8071.24,13.1,Cultural,33.7,2,0
28,804.02,4.1,Cultural,1.0,0,1
31,1359.41,1.1,Adventure,10.3,0,1
26,729.79,2.1,Cultural,8.6,0,1
62,2636.56,15.7,Spiritual,15.9,4,4
29,983.07,1.7,Adventure,6.9,0,1
30,2290.57,1.0,Spiritual,2.5,4,4
52,2818.67,8.7,Cultural,17.3,1,4
38,1801.99,4.9,Spiritual,9.8,4,4
28,2152.89,6.2,Adventure,9.9,3,1
43,5692.71,14.0,Relaxation,28.2,2,0
37,3658.71,6.0,Cultural,13.3,1,4
65,1320.0,5.0,Cultural,10.7,0,4
28,2075.99,1.0,Spiritual,11.4,4,4
24,845.5,2.5,Cultural,1.0,0,1
34,5329.36,9.6,Adventure,19.9,3,3
60,3239.19,12.9,Spiritual,8.7,4,4
48,8846.48,18.7,Relaxation,40.7,2,0
24,1678.92,1.1,Adventure,7.7,0,1
27,12566.07,11.6,Cultural,52.2,2,0
52,3673.35,4.9,Cultural,8.2,1,4
41,4356.86,6.2,Relaxation,12.9,1,4
25,5475.95,10.1,Adventure,26.6,3,3
19,956.5,1.6,Adventure,2.2,0,1
31,751.49,1.7,Adventure,3.4,0,1
29,1357.99,2.4,Adventure,2.4,0,1
18,569.14,5.2,Adventure,2.2,0,1
29,602.78,1.1,Adventure,1.0,0,1
27,839.58,5.3,Cultural,5.2,0,1
39,3396.77,5.4,Cultural,13.2,1,4
23,1811.61,1.6,Adventure,8.9,0,1
31,6334.46,4.8,Relaxation,18.1,2,4
29,1119.77,1.7,Adventure,5.5,0,1
24,525.0,1.0,Adventure,3.6,0,1
41,2765.62,7.0,Cultural,7.3,1,4
45,2879.68,1.0,Spiritual,3.0,4,4
38,6088.24,10.5,Adventure,31.9,2,3
58,3260.65,5.9,Cultural,14.3,1,4
54,4735.05,11.7,Relaxation,22.1,1,4
41,3767.55,4.3,Relaxation,17.2,1,4
25,816.85,2.5,Adventure,1.0,0,1
31,1515.65,6.3,Adventure,1.0,3,1
44,8916.58,17.0,Relaxation,35.3,2,0
24,1777.85,7.4,Cultural,19.1,0,1
26,1355.0,45.0,Relaxation,29.8,0,2
31,524.69,5.4,Adventure,8.8,0,1
18,2084.65,5.1,Cultural,1.7,1,1
38,3370.09,8.9,Adventure,19.3,3,3
68,6817.24,8.3,Relaxation,26.0,2,0
26,675.99,1.3,Adventure,7.8,0,1
27,3257.15,5.8,Relaxation,9.2,1,4
70,865.17,14.8,Spiritual,16.0,4,4
21,1848.08,5.9,Cultural,10.3,0,1
41,3675.03,5.6,Adventure,14.6,3,3
51,7703.78,17.2,Relaxation,27.7,2,0
37,3675.49,7.3,Adventure,15.3,3,3
24,907.75,3.1,Cultural,1.0,0,1
39,6708.68,13.0,Adventure,30.4,2,3
47,14685.0,32.0,Relaxation,74.2,2,0
38,4905.5,7.1,Adventure,25.9,3,3
42,9939.65,14.6,Relaxation,41.4,2,0
39,7005.51,14.3,Adventure,33.9,2,3
28,619.98,2.0,Adventure,4.4,0,1
20,2895.97,1.2,Adventure,11.6,3,1
28,5201.23,12.2,Adventure,27.0,3,3
31,510.47,3.0,Adventure,1.0,0,1
25,3528.93,11.2,Relaxation,16.9,1,4
52,7455.47,18.7,Relaxation,46.0,2,0
19,791.77,2.8,Adventure,8.3,0,1
46,7811.23,10.1,Cultural,34.3,2,0
50,3130.8,7.6,Spiritual,11.0,4,4
31,830.32,1.0,Cultural,5.5,0,1
44,3386.59,9.8,Cultural,16.7,1,4
54,6043.41,14.7,Relaxation,24.8,2,0
34,5841.17,9.3,Adventure,16.7,3,3
32,2979.94,6.7,Adventure,10.4,3,1
29,851.28,5.6,Adventure,1.0,0,1
36,7315.12,6.5,Relaxation,28.5,2,3
27,578.44,5.6,Spiritual,9.8,0,4
18,1148.4,1.4,Adventure,7.0,0,1
55,2142.88,14.8,Spiritual,18.6,4,4
38,3915.1,7.7,Cultural,18.9,1,3
28,2179.46,3.5,Cultural,1.0,1,1
20,4247.54,16.8,Relaxation,25.4,1,3
37,1900.0,69.0,Relaxation,52.7,0,2
55,9507.89,5.9,Cultural,31.5,2,0
55,1342.49,10.3,Spiritual,7.9,4,4
61,1854.94,24.0,Spiritual,21.6,4,4
62,6928.29,21.0,Relaxation,28.9,2,0
37,4805.76,8.2,Adventure,23.4,3,3
28,1393.26,1.0,Adventure,4.3,0,1
22,1170.19,3.5,Adventure,6.6,0,1
42,2488.8,6.8,Cultural,1.0,1,1
55,1950.5,6.7,Spiritual,11.9,4,4
68,6515.85,24.2,Relaxation,35.7,2,0
22,688.48,1.5,Cultural,1.8,0,1
40,4685.67,13.6,Adventure,20.9,3,3
22,1586.03,1.5,Adventure,1.5,0,1
31,2161.65,5.9,Cultural,1.2,1,1
23,903.67,8.0,Cultural,5.6,0,1
28,3129.82,1.0,Spiritual,12.3,4,4
52,2323.32,17.3,Spiritual,12.7,4,4
35,5327.97,15.3,Adventure,27.9,3,3
59,2935.38,7.2,Cultural,18.8,1,4
25,576.76,1.4,Adventure,10.6,0,1
34,1040.0,79.0,Relaxation,41.7,0,2
19,1793.72,6.4,Cultural,6.3,0,1
24,4702.1,14.4,Adventure,23.8,3,3
63,11180.0,40.0,Relaxation,57.7,2,0
29,728.54,8.1,Adventure,1.0,0,1
41,3574.38,6.2,Cultural,15.5,1,4
57,2400.7,14.5,Spiritual,19.7,4,4
28,6483.13,7.7,Adventure,32.4,3,3
46,2556.92,8.1,Adventure,13.1,3,3
65,974.22,12.5,Spiritual,4.2,4,4
22,1782.42,1.5,Adventure,6.9,0,1
63,5470.7,25.0,Relaxation,26.9,2,0
23,10668.0,9.0,Relaxation,43.1,2,0
18,564.15,5.7,Adventure,7.9,0,1
18,4993.95,15.0,Adventure,31.0,3,3
36,5147.27,7.2,Adventure,18.9,3,3
50,5475.59,15.5,Relaxation,23.2,2,4
35,2147.46,7.9,Relaxation,6.7,1,4
38,5321.67,6.4,Cultural,16.8,2,3
54,2664.15,16.6,Spiritual,15.3,4,4
41,4611.58,12.7,Adventure,23.4,3,3
44,2255.7,7.9,Cultural,13.9,1,4
28,5445.76,9.1,Adventure,18.4,3,3
24,1941.11,1.7,Cultural,19.8,0,1
28,4607.21,13.0,Adventure,24.5,3,3
52,3252.28,1.9,Cultural,17.8,1,4
28,1768.84,2.7,Adventure,3.8,3,1
45,3379.91,6.4,Cultural,19.5,1,4
26,5948.47,9.4,Adventure,28.2,3,3
41,4566.7,9.9,Adventure,15.1,3,3
26,3690.51,8.5,Spiritual,24.8,4,4
34,4302.1,9.4,Adventure,20.0,3,3
70,10555.82,19.1,Cultural,45.6,2,0
28,3628.47,9.1,Adventure,17.5,3,3
57,2857.91,19.5,Spiritual,30.3,4,4
69,8441.52,17.7,Cultural,27.9,2,0
49,8843.69,6.5,Relaxation,33.1,2,0
51,7141.09,21.0,Relaxation,33.9,2,0
29,907.33,1.9,Adventure,1.0,0,1
31,3582.57,7.6,Adventure,10.9,3,1
25,2663.1,9.0,Cultural,9.8,1,1
26,717.64,4.9,Adventure,6.0,0,1
19,906.22,7.3,Adventure,2.9,0,1
36,4716.95,9.7,Adventure,18.7,3,3
39,4374.49,13.4,Adventure,22.9,3,3
56,3323.08,13.3,Spiritual,17.8,4,4
28,2092.35,12.5,Spiritual,15.6,4,4
23,5662.55,9.7,Adventure,27.8,2,3
27,6250.08,7.9,Adventure,29.9,3,3
23,546.0,2.0,Adventure,1.4,0,1
34,884.06,10.8,Spiritual,7.7,0,4
29,708.31,4.9,Cultural,1.0,0,1
18,1323.04,6.9,Cultural,10.9,0,1
48,1389.37,20.7,Spiritual,23.3,4,4
30,3066.68,8.1,Cultural,12.4,1,1
21,3841.52,15.9,Adventure,21.2,3,3
57,7101.12,17.5,Cultural,36.7,2,0
53,2371.15,5.2,Cultural,10.2,1,4
35,1859.71,8.0,Relaxation,15.9,0,4
38,6852.91,13.7,Adventure,27.6,2,3
20,2836.73,7.4,Cultural,22.5,1,3
50,4102.74,6.3,Relaxation,15.3,1,4
21,3275.87,1.6,Cultural,7.8,1,1
37,5241.84,9.9,Adventure,15.9,3,3
23,375.93,6.2,Spiritual,6.8,0,4
48,6159.38,10.4,Adventure,27.6,2,3
38,5320.56,15.0,Adventure,27.7,3,3
35,4558.33,11.4,Adventure,21.3,3,3
32,5981.59,7.0,Adventure,17.8,3,3
50,5248.08,8.7,Cultural,25.1,2,3
24,5771.26,13.9,Adventure,26.4,2,3
75,3413.52,11.5,Spiritual,24.9,4,4
27,3523.89,4.1,Adventure,6.7,3,1
29,5194.15,10.9,Adventure,22.6,3,3
43,3160.89,8.2,Cultural,23.6,1,3
28,1772.29,10.3,Spiritual,16.6,4,4
30,5147.62,11.6,Relaxation,19.2,2,4
28,2176.58,24.8,Spiritual,22.5,4,4
31,2992.54,6.6,Adventure,7.4,3,1
30,914.2,2.8,Cultural,1.0,0,1
56,8564.9,2.4,Relaxation,31.2,2,0
59,6018.72,13.5,Relaxation,26.4,2,0
33,4672.24,10.1,Adventure,26.6,3,3
31,2529.05,2.8,Adventure,7.0,3,1
56,3891.4,6.2,Relaxation,25.2,1,4
34,2868.04,1.0,Spiritual,8.1,4,4
45,6032.97,7.5,Cultural,24.7,2,3
58,8135.26,5.1,Relaxation,37.7,2,0
30,660.16,4.7,Cultural,6.7,0,1
32,4867.56,11.3,Relaxation,26.0,1,4
52,9268.27,11.4,Relaxation,37.6,2,0
33,6139.12,10.1,Adventure,31.9,2,3
24,543.0,1.0,Adventure,1.0,0,1
30,1762.74,7.8,Cultural,18.5,0,1
24,909.68,4.2,Cultural,1.0,0,1
22,711.39,5.2,Cultural,1.0,0,1
34,6703.81,12.7,Relaxation,28.8,2,0
32,4396.9,13.5,Adventure,16.7,3,3
43,6043.49,11.3,Adventure,26.7,2,3
24,1204.26,1.7,Adventure,10.2,0,1
35,8265.8,6.2,Relaxation,36.5,2,0
47,6131.83,5.3,Relaxation,24.2,2,4
41,4685.57,6.9,Cultural,23.1,1,3
35,4153.47,6.3,Cultural,17.1,1,3
37,2117.05,11.0,Spiritual,17.9,4,4
25,9333.0,8.0,Adventure,36.7,3,3
30,3686.29,5.2,Cultural,23.3,1,3
30,5545.85,14.5,Adventure,38.1,3,3
52,2820.85,1.0,Spiritual,1.0,4,4
26,604.19,4.2,Adventure,7.2,0,1
29,4712.65,14.2,Adventure,25.3,3,3
42,4442.72,12.1,Adventure,28.4,3,3
64,7086.24,12.2,Cultural,31.7,2,0
23,3454.08,3.7,Spiritual,12.4,4,4
25,1130.0,53.0,Adventure,28.7,0,2
23,11894.0,6.0,Adventure,42.0,2,3
42,1737.0,89.0,Relaxation,48.9,0,2
41,8295.55,10.1,Cultural,29.4,2,0
41,2974.65,9.2,Cultural,19.8,1,4
52,1840.41,7.0,Cultural,14.7,0,4
63,8019.47,13.7,Cultural,24.1,2,0
30,828.66,4.1,Adventure,12.3,0,1
24,587.95,3.2,Adventure,6.0,0,1
24,1443.75,4.4,Cultural,8.1,0,1
21,4179.94,7.4,Adventure,6.8,3,1
40,5086.7,7.3,Adventure,19.1,3,3
36,1900.89,4.7,Cultural,7.0,0,1
33,4836.95,12.5,Adventure,10.1,3,3
20,6288.01,10.8,Relaxation,27.0,2,3
59,2149.2,3.9,Cultural,1.0,1,4
22,1123.48,9.9,Cultural,8.7,0,1
46,2729.88,7.0,Cultural,15.2,1,4
27,5216.56,14.5,Adventure,26.3,3,3
40,3063.96,6.6,Adventure,8.4,3,1
49,2322.37,7.9,Cultural,13.2,1,4
33,6165.61,8.9,Adventure,28.3,3,3
27,3899.81,5.5,Spiritual,13.4,4,4
60,4478.91,25.0,Relaxation,25.8,1,0
29,1274.22,2.8,Cultural,11.0,0,1
37,3998.73,9.3,Cultural,27.8,1,3
57,2757.96,8.4,Relaxation,11.2,1,4
60,2374.45,7.7,Cultural,13.8,1,4
28,4245.87,18.5,Adventure,28.8,3,3
51,6188.7,14.0,Cultural,28.0,2,0
25,633.18,6.7,Adventure,12.1,0,1
18,5680.66,12.4,Adventure,19.8,2,3
43,3226.73,20.1,Spiritual,21.2,4,4
57,7451.28,18.3,Relaxation,38.5,2,0
40,4113.51,3.4,Adventure,7.8,3,1
25,3991.02,12.6,Relaxation,15.6,1,4
20,2202.04,1.7,Adventure,7.7,3,1
31,5895.03,12.1,Adventure,25.2,3,3
55,3492.65,4.2,Cultural,9.6,1,4
44,8027.49,19.6,Relaxation,41.3,2,0
38,3888.51,5.2,Adventure,21.3,3,3
48,3322.77,3.1,Cultural,14.6,1,4
47,2602.78,10.0,Relaxation,22.6,1,4
68,2869.8,20.9,Spiritual,29.9,4,4
42,4766.25,13.2,Adventure,19.1,3,3
37,3046.88,4.3,Cultural,10.7,1,1
27,654.26,2.6,Cultural,1.0,0,1
52,6196.85,9.2,Relaxation,23.2,2,4
23,2098.19,3.0,Cultural,9.5,1,1
75,7752.98,12.6,Relaxation,44.5,2,0
24,5635.16,12.4,Adventure,23.2,2,3
25,7911.41,6.9,Adventure,24.2,3,3
62,10403.79,22.0,Relaxation,54.7,2,0
27,1269.55,12.2,Cultural,17.2,0,1
53,2355.89,9.7,Spiritual,15.7,4,4
63,562.9,10.4,Spiritual,2.1,4,4
47,3030.87,11.1,Cultural,18.3,1,4
48,7105.26,8.4,Cultural,20.4,2,3
36,4039.79,9.9,Adventure,18.9,3,3
47,8335.31,14.1,Cultural,38.2,2,0
31,831.75,1.2,Adventure,9.6,0,1
39,4956.44,7.4,Cultural,23.3,1,3
38,3273.43,5.2,Cultural,18.0,1,3
34,3668.65,22.7,Spiritual,19.9,4,4
54,1366.41,8.9,Spiritual,13.4,4,4
43,4069.55,6.1,Adventure,18.2,3,3
41,4135.68,10.2,Cultural,25.7,1,3
57,7996.18,11.0,Cultural,40.2,2,0
60,2717.27,10.9,Spiritual,9.2,4,4
27,4860.72,3.1,Adventure,14.6,3,3
18,1000.7,7.7,Adventure,1.0,0,1
37,2289.75,6.4,Spiritual,7.0,4,4
70,2727.07,8.3,Cultural,7.2,1,4
27,1486.84,1.1,Cultural,8.5,0,1
48,11434.0,37.0,Cultural,51.3,2,0
52,7921.79,19.9,Cultural,38.3,2,0
50,2659.5,9.7,Cultural,11.5,1,4
40,3385.82,1.0,Spiritual,17.4,4,4
22,4940.64,11.1,Adventure,17.4,3,3
24,1520.48,1.4,Spiritual,9.6,4,4
18,533.97,4.7,Cultural,3.5,0,1
28,3158.84,15.4,Spiritual,17.0,4,4
29,4628.19,10.0,Adventure,23.3,3,3
28,1342.68,3.2,Adventure,7.6,0,1
30,5392.29,15.1,Adventure,21.0,3,3
26,3819.45,4.4,Cultural,11.5,1,1
18,2166.21,3.0,Spiritual,5.9,4,4
33,5818.3,15.6,Cultural,20.3,2,3
30,4244.96,15.4,Adventure,21.0,3,3
22,921.2,5.7,Adventure,11.5,0,1
21,1166.17,4.7,Adventure,1.0,0,1
66,3583.11,16.6,Spiritual,18.8,4,4
64,3495.24,10.3,Cultural,24.1,1,4
22,3039.17,6.1,Spiritual,14.0,4,4
19,9854.0,5.0,Adventure,37.9,2,3
29,2947.79,8.3,Adventure,9.7,3,1
36,3669.48,10.5,Adventure,20.2,3,3
62,3402.84,32.8,Spiritual,34.7,4,0
31,3672.39,7.7,Adventure,14.0,3,3
58,3201.31,7.3,Relaxation,18.3,1,4
31,6246.47,14.0,Adventure,31.9,2,3
21,716.97,2.4,Adventure,7.9,0,1
21,1265.41,1.0,Adventure,11.7,0,1
18,9118.0,5.0,Relaxation,42.9,2,0
44,4126.69,7.2,Relaxation,9.5,1,4
30,974.21,2.1,Adventure,1.0,0,1
29,660.17,10.1,Cultural,11.0,0,1
40,2965.1,9.4,Spiritual,19.0,4,4
23,1436.96,2.9,Cultural,7.4,0,1
47,7631.09,18.5,Cultural,41.2,2,0
21,2313.28,2.3,Cultural,14.4,1,1
18,710.21,1.5,Adventure,2.2,0,1
47,1940.5,6.5,Cultural,19.8,0,4
19,1066.56,1.1,Adventure,5.2,0,1
47,5514.53,20.3,Cultural,29.9,2,0
41,6935.34,13.1,Adventure,32.2,2,3
64,1803.49,18.7,Spiritual,6.1,4,4
32,4454.49,5.6,Relaxation,16.4,1,4
22,506.0,1.0,Adventure,15.8,0,1
24,3265.93,1.3,Cultural,9.6,1,1
42,2166.57,5.8,Spiritual,8.1,4,4
29,4331.26,7.8,Adventure,16.9,3,3
25,5313.42,17.3,Adventure,34.9,3,3
37,4875.23,6.9,Cultural,20.5,1,3
30,4946.52,9.4,Adventure,19.9,3,3
53,2090.85,6.9,Spiritual,12.2,4,4
37,4837.28,8.7,Adventure,18.0,3,3
40,2184.73,3.8,Spiritual,1.0,4,4
30,5090.49,12.0,Adventure,23.9,3,3
20,5502.69,9.8,Relaxation,18.8,2,3
29,5114.03,7.6,Adventure,21.4,3,3
49,1505.06,1.3,Spiritual,9.8,4,4
37,4696.3,7.8,Adventure,18.7,3,3
27,1286.57,3.2,Adventure,10.1,0,1
35,4094.92,7.4,Relaxation,18.5,1,4
59,8795.89,17.3,Cultural,37.0,2,0
66,2987.13,7.2,Cultural,15.1,1,4
30,4027.24,7.4,Cultural,16.2,1,3
56,3814.11,10.7,Relaxation,25.3,1,4
33,1850.09,15.6,Spiritual,6.2,4,4
24,807.47,4.0,Cultural,9.5,0,1
21,535.51,12.9,Cultural,5.6,0,1
37,5403.52,11.0,Adventure,30.8,3,3
53,3422.66,8.1,Spiritual,18.6,4,4
37,4172.41,5.4,Adventure,23.8,3,3
22,1219.24,1.3,Adventure,8.8,0,1
21,1252.99,3.4,Spiritual,8.0,0,4
29,3863.62,4.0,Adventure,17.2,3,3
62,1837.49,19.8,Spiritual,11.2,4,4
50,3335.77,6.1,Cultural,16.8,1,4
35,5335.09,12.7,Relaxation,39.4,2,0
28,1683.0,73.0,Relaxation,51.6,0,2
50,4941.14,6.5,Cultural,21.0,1,3
25,3735.98,4.9,Cultural,17.6,1,3
26,560.81,1.5,Adventure,10.0,0,1
31,506.07,10.5,Adventure,5.7,0,1
31,4501.89,7.8,Adventure,15.6,3,3
28,4344.14,15.0,Relaxation,20.8,1,4
22,593.8,10.9,Adventure,5.8,0,1
49,6728.87,18.4,Cultural,28.8,2,0
28,4266.07,8.3,Adventure,8.7,3,1
21,2022.74,1.6,Cultural,17.0,1,1
35,5846.18,11.3,Adventure,20.1,3,3
39,2331.74,16.2,Spiritual,14.9,4,4
31,2514.53,4.9,Adventure,11.2,3,1
47,2400.93,5.7,Relaxation,7.7,1,4
26,5161.76,11.4,Relaxation,29.2,2,3
52,3009.61,6.3,Cultural,6.0,1,4
19,2080.76,8.4,Adventure,20.0,3,1
31,1064.41,2.9,Cultural,1.0,0,1
48,3838.94,15.1,Cultural,26.5,1,3
20,882.03,5.1,Adventure,1.9,0,1
26,6511.14,10.7,Relaxation,21.8,2,3
31,6780.67,7.4,Adventure,20.7,3,3
44,2815.06,3.5,Cultural,12.9,1,4
42,4256.95,10.4,Relaxation,19.5,1,4
28,1051.0,51.0,Adventure,31.5,0,2
30,2052.28,13.1,Spiritual,17.9,4,4
31,6868.59,10.6,Adventure,30.2,2,3
39,5948.81,7.7,Adventure,27.3,3,3
33,4290.54,7.9,Relaxation,22.1,1,4
22,1124.54,8.2,Cultural,27.8,0,3
59,2731.44,20.5,Spiritual,22.5,4,4
25,748.52,7.6,Cultural,11.4,0,1
22,1932.06,2.4,Spiritual,8.4,4,4
51,7773.15,18.7,Relaxation,32.7,2,0
47,5456.93,16.7,Cultural,26.5,2,0
28,4429.81,8.5,Cultural,14.9,1,3
22,5023.15,8.7,Adventure,24.6,2,3
20,680.37,3.0,Adventure,5.6,0,1
29,2634.24,6.7,Adventure,8.3,3,1
29,1171.95,8.2,Spiritual,6.3,0,4
24,1319.02,13.0,Spiritual,17.6,0,4
